,video,internet,phone,age,income,HHsize,married,children,cluster
50,10.955999755999999,45.0,12.75,66.0,2.0,2.0,0.0,0.0,1
51,16.142486572,45.0,0.0,38.0,6.0,2.0,0.0,1.0,0
52,40.649993896,0.0,10.0,30.0,4.0,6.0,1.0,1.0,2
53,87.447949219,55.0,10.0,32.0,6.0,5.0,1.0,1.0,1
54,102.94197998,55.2,0.0,44.0,7.0,5.0,1.0,1.0,0
55,82.771948242,27.0,14.0,54.0,7.0,2.0,1.0,0.0,1
56,63.409973145,55.0,10.0,20.0,1.0,1.0,0.0,0.0,1
57,65.597998047,51.4,20.25,38.0,4.0,3.0,1.0,1.0,1
58,69.071960449,37.4,26.0,60.0,9.0,2.0,1.0,0.0,1
59,53.387976073999994,0.0,0.0,84.0,2.0,3.0,1.0,1.0,2
60,72.479980469,42.857142857,0.0,34.0,3.0,1.0,0.0,0.0,0
61,81.638970947,0.0,23.0,80.0,4.0,1.0,0.0,0.0,2
62,34.873999023,24.3,10.0,62.0,7.0,5.0,1.0,1.0,1
63,70.293969727,44.641986083999996,0.0,58.0,1.0,2.0,1.0,0.0,0
64,70.225970459,42.5,30.474990845,40.0,3.0,1.0,1.0,0.0,1
65,70.947998047,34.5,17.664997864,92.0,3.0,2.0,1.0,0.0,1
66,73.409973145,45.0,0.0,50.0,4.0,1.0,0.0,0.0,0
67,77.597998047,38.3,0.0,36.0,1.0,3.0,1.0,1.0,0
68,74.809997559,45.0,0.0,28.0,9.0,1.0,0.0,0.0,0
69,67.391973877,56.2,0.0,52.0,1.0,2.0,0.0,0.0,0
70,95.809997559,60.0,0.0,22.0,6.0,3.0,0.0,1.0,0
71,40.311993408,48.949981689,0.0,36.0,8.0,3.0,1.0,1.0,0
72,98.095977783,46.4,0.0,66.0,6.0,3.0,1.0,0.0,0
73,66.659973145,50.0,10.0,32.0,4.0,2.0,1.0,1.0,1
74,124.19196167,0.0,0.0,52.0,1.0,1.0,0.0,0.0,2
75,105.39196777,62.190991211000004,3.4929985045999996,58.0,5.0,4.0,1.0,1.0,1
76,7.0,75.0,0.0,20.0,1.0,2.0,1.0,0.0,0
77,89.409973145,35.0,0.0,46.0,6.0,2.0,1.0,0.0,0
78,139.47294312,38.0,17.0,32.0,3.0,1.0,0.0,0.0,1
79,7.0,35.6,0.0,22.0,3.0,2.0,0.0,0.0,0
80,68.821948242,46.4,0.0,26.0,9.0,2.0,1.0,0.0,0
81,79.621948242,0.0,1.0,80.0,6.0,3.0,1.0,1.0,2
82,105.19196777,58.0,0.0,52.0,5.0,2.0,0.0,0.0,0
83,61.373986816000006,29.0,0.0,48.0,7.0,7.0,1.0,1.0,0
84,68.097998047,0.0,0.0,86.0,5.0,3.0,1.0,0.0,2
85,135.72891846,41.5,0.0,44.0,9.0,6.0,1.0,1.0,0
86,86.99597778299999,35.0,12.5,34.0,6.0,3.0,0.0,1.0,1
87,116.45198975,45.0,20.949996948,54.0,6.0,7.0,1.0,1.0,1
88,12.731994629,53.0,0.0,58.0,3.0,2.0,0.0,0.0,0
89,82.391967773,0.0,25.0,66.0,1.0,1.0,0.0,0.0,2
90,96.67194824200001,52.6,13.0,74.0,9.0,2.0,1.0,0.0,1
91,58.170986938,33.5,22.0,38.0,3.0,1.0,0.0,0.0,1
92,153.22790527,45.4,55.449981689,56.0,6.0,4.0,1.0,0.0,1
93,64.738980103,39.7,0.0,48.0,1.0,1.0,0.0,0.0,0
94,88.309997559,60.0,15.25,62.0,5.0,3.0,1.0,1.0,1
95,74.773986816,29.0,0.0,50.0,6.0,5.0,1.0,1.0,0
96,56.097998047,39.5,19.0,56.0,2.0,2.0,1.0,0.0,1
97,78.597998047,40.4,9.0,30.0,4.0,2.0,0.0,0.0,1
98,21.197998047000002,0.0,20.25,84.0,1.0,2.0,0.0,0.0,2
99,108.22194824,30.0,25.899993895999998,36.0,6.0,3.0,1.0,0.0,1
100,106.37296753,52.251998901,0.0,38.0,5.0,2.0,1.0,0.0,0
101,84.701965332,48.273983765,0.0,56.0,8.0,2.0,1.0,0.0,0
102,63.809997558999996,40.0,0.0,50.0,3.0,3.0,0.0,1.0,0
103,69.711975098,60.461978149,0.0,68.0,1.0,1.0,1.0,0.0,0
104,40.07197876,0.0,0.0,84.0,2.0,1.0,0.0,0.0,2
105,24.071990966999998,51.0,17.5,60.0,6.0,1.0,0.0,0.0,1
106,79.891967773,62.2,0.0,72.0,3.0,2.0,0.0,0.0,0
107,54.47197876,40.2,15.0,52.0,3.0,2.0,0.0,1.0,1
108,92.53897094700001,57.2,31.5,36.0,1.0,3.0,0.0,1.0,1
109,76.097998047,45.4,21.0,60.0,5.0,3.0,1.0,0.0,1
110,108.17396240000001,37.1,0.0,56.0,4.0,3.0,0.0,1.0,0
111,32.0,0.0,0.0,78.0,6.0,2.0,0.0,0.0,2
112,103.80999756,37.5,36.174991608,54.0,9.0,3.0,1.0,1.0,1
113,84.845977783,0.0,0.0,56.0,1.0,2.0,0.0,0.0,2
114,64.659973145,46.0,10.0,60.0,3.0,2.0,0.0,0.0,1
115,98.071948242,62.0,0.0,36.0,6.0,3.0,0.0,1.0,0
116,102.2619873,44.4,18.0,58.0,3.0,2.0,0.0,1.0,1
117,106.94794922,60.3,15.0,62.0,9.0,2.0,1.0,0.0,1
118,80.27697143600001,36.0,0.0,68.0,4.0,3.0,1.0,0.0,0
119,31.379995728,0.0,0.0,54.0,3.0,1.0,0.0,0.0,2
120,105.99196777,0.0,0.0,74.0,2.0,2.0,0.0,1.0,2
121,74.373986816,0.0,0.0,52.0,3.0,3.0,0.0,1.0,2
122,105.09798584,52.4,0.0,44.0,7.0,2.0,1.0,0.0,0
123,31.123999023000003,64.98999023399999,0.0,82.0,8.0,4.0,1.0,0.0,0
124,65.597998047,45.4,0.0,30.0,2.0,2.0,0.0,0.0,0
125,64.238980103,30.4,11.0,50.0,3.0,3.0,1.0,1.0,1
126,145.78193359,42.0,15.5,78.0,1.0,1.0,0.0,0.0,1
127,104.14123535,55.0,0.0,44.0,4.0,3.0,1.0,1.0,0
128,80.13895874,0.0,25.0,70.0,6.0,4.0,0.0,1.0,2
129,161.17896729,62.859985351999995,25.0,50.0,4.0,2.0,1.0,0.0,1
130,57.659976196,76.025,0.0,86.0,1.0,3.0,1.0,0.0,0
131,59.009973145,45.0,15.0,48.0,4.0,2.0,0.0,0.0,1
132,72.66998291,35.0,0.0,18.0,3.0,2.0,1.0,0.0,0
133,73.891967773,44.6,0.0,50.0,2.0,2.0,1.0,0.0,0
134,85.409973145,55.0,0.0,22.0,9.0,2.0,0.0,0.0,0
135,27.827978515999998,50.0,19.0,68.0,7.0,3.0,1.0,1.0,1
136,107.89799805,59.2,20.25,52.0,8.0,1.0,0.0,0.0,1
137,70.759985352,49.249987793,34.959985352,64.0,7.0,4.0,1.0,1.0,1
138,68.297998047,45.0,4.05,22.0,1.0,5.0,0.0,1.0,1
139,24.263989258000002,52.6,0.0,24.0,1.0,2.0,0.0,1.0,0
140,85.97194824200001,47.4,14.0,48.0,6.0,4.0,1.0,1.0,1
141,85.597998047,45.0,0.0,62.0,4.0,3.0,0.0,1.0,0
142,61.809997558999996,40.0,0.0,44.0,6.0,4.0,1.0,1.0,0
143,40.476664225,46.666666667,0.0,,,,,,0
144,71.197998047,35.0,0.0,30.0,9.0,3.0,1.0,0.0,0
145,63.497998046999996,45.0,0.0,80.0,3.0,1.0,0.0,0.0,0
146,104.69196777,62.190991211000004,4.9899978638,26.0,9.0,4.0,0.0,1.0,1
147,67.071948242,23.4,25.0,64.0,6.0,3.0,1.0,1.0,1
148,20.002990723,50.4,25.0,70.0,8.0,2.0,1.0,0.0,1
149,72.845977783,0.0,30.0,86.0,2.0,2.0,1.0,0.0,2
150,78.845977783,37.0,0.0,46.0,9.0,1.0,0.0,0.0,0
151,123.79191895,45.0,2.0,40.0,6.0,5.0,1.0,1.0,0
152,147.84694824,63.0,0.0,44.0,3.0,4.0,1.0,0.0,0
153,69.845977783,45.0,0.0,32.0,9.0,2.0,0.0,0.0,0
154,72.833984375,47.0,0.0,60.0,6.0,4.0,1.0,1.0,0
155,72.41898803699999,43.91998291,25.0,42.0,7.0,3.0,1.0,1.0,1
156,7.8677775064999995,50.555555556,0.0,88.0,9.0,2.0,1.0,0.0,0
157,60.014273507,0.0,0.0,78.0,2.0,3.0,1.0,1.0,2
158,63.373986816000006,29.0,0.0,80.0,5.0,6.0,0.0,0.0,0
159,96.597998047,55.0,20.0,68.0,6.0,3.0,1.0,0.0,1
160,71.391967773,62.2,0.0,32.0,3.0,2.0,1.0,0.0,0
161,99.597998047,48.0,0.0,44.0,4.0,2.0,0.0,0.0,0
162,32.371986389,34.8,10.0,18.0,2.0,2.0,0.0,0.0,1
163,107.16998291,45.0,5.0,54.0,3.0,2.0,1.0,0.0,1
164,113.84597778,24.5,24.5,56.0,2.0,4.0,0.0,1.0,1
165,78.521984863,0.0,0.0,58.0,6.0,3.0,1.0,0.0,2
166,77.845977783,40.0,0.0,52.0,7.0,5.0,1.0,0.0,0
167,61.781970215,15.0,23.949996948000003,80.0,4.0,3.0,1.0,0.0,1
168,98.42194824200001,16.0,14.0,48.0,7.0,3.0,0.0,1.0,1
169,65.861993408,36.4,15.0,42.0,6.0,3.0,1.0,1.0,1
170,102.24799805,25.0,0.0,48.0,7.0,2.0,1.0,0.0,0
171,62.491973877,46.0,15.0,18.0,4.0,5.0,1.0,1.0,1
172,48.309973145,55.0,0.0,26.0,3.0,2.0,1.0,0.0,0
173,73.659973145,36.0,0.0,46.0,1.0,1.0,0.0,0.0,0
174,30.74599762,36.4,0.0,48.0,8.0,3.0,1.0,1.0,0
175,70.409973145,35.0,10.0,48.0,1.0,1.0,0.0,0.0,1
176,63.809997558999996,45.0,0.0,82.0,2.0,2.0,0.0,0.0,0
177,11.513995361,53.0,0.0,48.0,7.0,6.0,1.0,1.0,0
178,72.738970947,50.2,0.0,68.0,5.0,1.0,0.0,0.0,0
179,121.26198729999999,43.4,0.0,44.0,6.0,4.0,1.0,1.0,0
180,18.301986694,40.2,25.0,34.0,6.0,5.0,0.0,1.0,1
181,75.171948242,40.6,25.0,78.0,1.0,1.0,0.0,0.0,1
182,145.39196777,37.2,29.949996948000003,74.0,2.0,1.0,0.0,0.0,1
183,83.138970947,29.7,25.0,40.0,6.0,3.0,0.0,1.0,1
184,72.597998047,37.4,0.0,62.0,6.0,1.0,0.0,0.0,0
185,121.54595947,45.0,11.5,44.0,1.0,5.0,0.0,1.0,1
186,68.659973145,49.459991455,0.0,52.0,2.0,4.0,0.0,1.0,0
187,68.83897094699999,31.0,0.0,46.0,7.0,5.0,1.0,1.0,0
188,66.191973877,50.4,15.0,24.0,4.0,2.0,0.0,1.0,1
189,72.83798828100001,0.0,0.0,80.0,1.0,2.0,1.0,0.0,2
190,48.197998047,60.3,0.0,28.0,3.0,2.0,1.0,0.0,0
191,85.471948242,42.4,0.0,56.0,5.0,3.0,0.0,0.0,0
192,85.47896118199999,35.759979248,15.0,54.0,6.0,2.0,1.0,0.0,1
193,29.728991699,0.0,30.0,64.0,4.0,1.0,0.0,0.0,2
194,60.891973877,39.4,0.0,62.0,4.0,2.0,0.0,0.0,0
195,76.04197998,55.2,0.0,58.0,4.0,4.0,1.0,0.0,0
196,73.148968506,43.2,30.0,50.0,2.0,2.0,1.0,0.0,1
197,73.83897094699999,36.5,0.0,26.0,3.0,1.0,0.0,0.0,0
198,86.962969971,33.0,0.0,72.0,1.0,2.0,1.0,0.0,0
199,65.18699035600001,0.0,0.0,28.0,1.0,2.0,0.0,0.0,2
200,59.229980469,30.479980469,30.519989014,22.0,6.0,1.0,0.0,0.0,1
201,64.569946289,35.0,0.0,68.0,5.0,3.0,1.0,0.0,0
202,59.097998047,40.4,15.25,54.0,6.0,2.0,1.0,0.0,1
203,71.569946289,40.0,0.0,66.0,1.0,1.0,0.0,0.0,0
204,71.791967773,36.6,10.0,70.0,7.0,4.0,1.0,0.0,1
205,29.063989258000003,52.7,0.0,40.0,6.0,3.0,0.0,1.0,0
206,50.597998047,58.0,0.0,54.0,3.0,1.0,1.0,0.0,0
207,74.32397460899999,0.0,0.0,78.0,4.0,1.0,0.0,0.0,2
208,150.31191406,34.6,25.0,44.0,1.0,5.0,0.0,0.0,1
209,82.491967773,27.0,6.0,54.0,6.0,4.0,1.0,1.0,1
210,73.638970947,32.2,25.0,52.0,5.0,2.0,1.0,0.0,1
211,63.197998047,45.0,0.0,58.0,4.0,4.0,0.0,1.0,0
212,71.845977783,35.0,22.0,46.0,6.0,3.0,1.0,1.0,1
213,29.728991699,0.0,0.0,86.0,2.0,3.0,1.0,0.0,2
214,73.671948242,48.0,0.0,20.0,5.0,2.0,0.0,0.0,0
215,76.323999023,0.0,0.0,84.0,8.0,8.0,1.0,1.0,2
216,64.638977051,41.279998779,25.0,84.0,7.0,3.0,1.0,0.0,1
217,155.79992676,55.4,0.0,36.0,7.0,5.0,1.0,1.0,0
218,61.491973877,35.0,0.0,64.0,9.0,2.0,1.0,0.0,0
219,101.77197266,37.179992676,4.0,58.0,5.0,1.0,0.0,0.0,1
220,87.597998047,60.4,0.0,62.0,5.0,4.0,0.0,0.0,0
221,50.697998047,45.0,0.0,,,,,,0
222,127.89794922,45.0,33.75,64.0,4.0,3.0,1.0,0.0,1
223,69.471948242,32.4,20.0,80.0,8.0,1.0,0.0,0.0,1
224,72.891967773,45.5,0.0,46.0,7.0,5.0,1.0,1.0,0
225,84.097998047,46.3,27.25,62.0,6.0,3.0,1.0,1.0,1
226,90.46298828100001,29.4,20.949996948,50.0,6.0,2.0,1.0,0.0,1
227,79.371948242,0.0,0.0,36.0,8.0,3.0,1.0,1.0,2
228,39.311993408,30.4,0.0,36.0,5.0,4.0,1.0,1.0,0
229,67.797998047,49.0,0.0,60.0,8.0,1.0,0.0,0.0,0
230,97.33895874,0.0,25.0,90.0,1.0,2.0,0.0,0.0,2
231,83.697998047,48.0,15.0,66.0,7.0,4.0,1.0,1.0,1
232,86.47194824200001,28.5,0.0,56.0,7.0,5.0,1.0,1.0,0
233,74.809997559,45.0,0.0,40.0,8.0,1.0,0.0,0.0,0
234,80.909973145,45.0,10.0,40.0,4.0,2.0,1.0,0.0,1
235,23.471989440999998,40.4,1.0,46.0,5.0,4.0,1.0,1.0,0
236,55.254998779,49.5,0.0,46.0,7.0,1.0,0.0,0.0,0
237,65.171960449,56.0,0.0,28.0,7.0,4.0,0.0,1.0,0
238,84.361987305,32.4,20.0,60.0,7.0,3.0,1.0,0.0,1
239,78.845977783,0.0,0.0,56.0,6.0,4.0,1.0,1.0,2
240,23.329986572,52.7,25.0,60.0,2.0,3.0,0.0,0.0,1
241,62.659973145,46.0,10.0,72.0,2.0,2.0,0.0,0.0,1
242,22.569992065,50.0,0.0,68.0,6.0,2.0,1.0,1.0,0
243,85.528961182,36.5,0.0,56.0,6.0,8.0,1.0,1.0,0
244,74.171948242,26.5,13.0,82.0,8.0,2.0,1.0,0.0,1
245,119.81694946,58.6,15.0,54.0,9.0,2.0,0.0,0.0,1
246,41.491973877,38.2,0.0,34.0,3.0,1.0,1.0,0.0,0
247,82.56397705100001,30.0,0.0,56.0,6.0,8.0,1.0,1.0,0
248,63.638980103,46.4,0.0,74.0,3.0,2.0,1.0,0.0,0
249,71.738970947,29.0,12.998999023,40.0,5.0,4.0,0.0,1.0,1
250,24.55199585,36.0,0.0,74.0,1.0,1.0,0.0,0.0,0
251,102.99799805,55.0,15.0,68.0,7.0,3.0,1.0,0.0,1
252,202.52390137,35.999975586,16.0,50.0,4.0,4.0,1.0,1.0,1
253,84.038983154,51.989978027,25.0,46.0,1.0,1.0,0.0,0.0,1
254,34.069976806999996,40.0,0.0,74.0,5.0,3.0,0.0,1.0,0
255,61.391973877,35.2,0.0,54.0,3.0,3.0,1.0,1.0,0
256,66.51395874,26.999989319,0.0,46.0,7.0,5.0,1.0,1.0,0
257,80.409973145,0.0,10.0,28.0,1.0,1.0,0.0,0.0,2
258,90.79799804700001,35.3,11.675,38.0,3.0,1.0,0.0,0.0,1
259,92.194958496,40.8,22.0,66.0,6.0,2.0,1.0,0.0,1
260,80.409973145,59.0,26.649993895999998,28.0,4.0,3.0,0.0,1.0,1
261,88.94597778299999,25.0,0.0,28.0,4.0,1.0,0.0,0.0,0
262,87.659973145,40.0,0.0,52.0,3.0,5.0,1.0,1.0,0
263,65.969970703,75.0,0.0,34.0,5.0,2.0,1.0,0.0,0
264,15.95249939,58.75,0.0,32.0,3.0,1.0,0.0,0.0,0
265,103.82298584,45.0,0.0,62.0,9.0,1.0,0.0,0.0,0
266,79.097998047,53.4,25.25,36.0,5.0,5.0,1.0,1.0,1
267,93.838970947,61.7,0.0,44.0,5.0,3.0,1.0,1.0,0
268,105.24196777,59.490991211,4.9899978638,62.0,7.0,2.0,1.0,0.0,1
269,7.3119995117,38.0,0.0,42.0,1.0,4.0,1.0,1.0,0
270,79.02199707,41.5,0.0,62.0,6.0,2.0,1.0,0.0,0
271,69.83897094699999,33.5,27.0,48.0,5.0,1.0,0.0,0.0,1
272,90.025553385,41.666666667,0.0,,,,,,0
273,88.651965332,31.739992523,10.0,56.0,1.0,1.0,0.0,0.0,1
274,116.99196777,35.6,25.0,40.0,5.0,4.0,1.0,1.0,1
275,75.795986938,36.6,0.0,36.0,7.0,5.0,1.0,1.0,0
276,67.845986938,0.0,0.0,66.0,3.0,1.0,0.0,0.0,2
277,55.273986816000004,0.0,0.0,70.0,4.0,3.0,1.0,1.0,2
278,141.41890869,36.5,30.0,78.0,1.0,2.0,0.0,0.0,1
279,49.569976806999996,70.0,0.0,26.0,1.0,3.0,1.0,1.0,0
280,63.809997558999996,50.0,0.0,58.0,6.0,6.0,0.0,0.0,0
281,111.64896851,47.2,0.0,32.0,2.0,2.0,0.0,0.0,0
282,105.59799805,35.0,15.25,40.0,9.0,3.0,1.0,0.0,1
283,83.69197998,48.6,0.0,50.0,6.0,6.0,1.0,1.0,0
284,82.538970947,47.2,25.0,30.0,3.0,2.0,0.0,0.0,1
285,74.521984863,0.0,0.0,58.0,6.0,6.0,0.0,1.0,2
286,80.559985352,42.0,10.0,36.0,1.0,2.0,0.0,0.0,1
287,86.32896118200001,37.709979248,10.0,72.0,6.0,3.0,1.0,0.0,1
288,89.461987305,35.0,0.0,62.0,6.0,2.0,1.0,0.0,0
289,130.66092529,30.092993164,0.0,60.0,9.0,3.0,1.0,1.0,0
290,100.69799805,40.3,27.199996948000003,66.0,5.0,6.0,1.0,0.0,1
291,99.845977783,53.4,15.0,30.0,3.0,1.0,0.0,0.0,1
292,33.763989258,47.9,15.0,42.0,2.0,3.0,0.0,0.0,1
293,78.178997803,33.0,30.0,62.0,3.0,4.0,1.0,0.0,1
294,62.738980103,34.0,0.0,60.0,1.0,1.0,0.0,0.0,0
295,16.697991942999998,55.7,3.0,34.0,2.0,2.0,0.0,1.0,0
296,83.845977783,4.5,0.0,52.0,6.0,3.0,1.0,0.0,2
297,21.809997559,41.666666667,0.0,26.0,3.0,1.0,0.0,0.0,0
298,80.159973145,27.0,0.0,98.0,2.0,2.0,0.0,0.0,0
299,74.27697143600001,46.6,25.0,40.0,5.0,4.0,1.0,0.0,1
300,78.191967773,53.2,25.0,72.0,6.0,1.0,0.0,0.0,1
301,102.85295409999999,42.4,0.0,66.0,9.0,1.0,1.0,0.0,0
302,108.49799805,35.0,20.25,76.0,9.0,2.0,1.0,0.0,1
303,39.691973876999995,78.2,0.0,52.0,5.0,3.0,1.0,0.0,0
304,22.0,0.0,0.0,46.0,4.0,2.0,0.0,0.0,2
305,14.0,23.1,12.5,66.0,9.0,2.0,1.0,0.0,1
306,76.66697998,0.0,0.0,38.0,1.0,4.0,1.0,1.0,2
307,46.387976073999994,0.0,0.0,70.0,3.0,3.0,1.0,0.0,2
308,77.278279622,0.0,1.6666666666999999,26.0,1.0,1.0,0.0,0.0,2
309,69.83897094699999,38.5,12.5,62.0,1.0,2.0,1.0,0.0,1
310,28.371990967,35.0,0.0,40.0,6.0,3.0,1.0,1.0,0
311,56.739990234,59.4,0.0,60.0,2.0,2.0,0.0,0.0,0
312,68.891967773,38.2,15.0,,,,,,1
313,77.097998047,43.3,21.0,54.0,7.0,4.0,0.0,1.0,1
314,72.845977783,0.0,0.0,86.0,5.0,3.0,1.0,0.0,2
315,135.87194824,28.0,16.0,24.0,3.0,2.0,0.0,0.0,1
316,27.86199646,35.0,25.0,58.0,8.0,4.0,1.0,1.0,1
317,83.597998047,40.4,10.0,34.0,2.0,1.0,0.0,0.0,1
318,75.238970947,41.1,12.0,54.0,7.0,4.0,0.0,1.0,1
319,81.74398193399999,31.5,0.0,56.0,3.0,3.0,0.0,1.0,0
320,80.353955078,46.184985352,0.0,24.0,3.0,1.0,0.0,0.0,0
321,75.016967773,55.0,15.0,30.0,1.0,2.0,0.0,0.0,1
322,64.659973145,35.0,10.0,54.0,3.0,2.0,0.0,0.0,1
323,76.571948242,42.4,0.0,56.0,2.0,2.0,1.0,0.0,0
324,21.569992065,35.0,0.0,20.0,4.0,1.0,0.0,0.0,0
325,68.56796875,30.0,15.0,60.0,3.0,2.0,1.0,0.0,1
326,63.659973145,46.0,10.0,34.0,3.0,1.0,0.0,0.0,1
327,86.339978027,30.0,0.0,56.0,6.0,4.0,1.0,1.0,0
328,196.64794922,12.13999939,44.66998291,38.0,7.0,8.0,1.0,1.0,1
329,62.797998047,38.4,0.0,92.0,5.0,1.0,0.0,0.0,0
330,78.945977783,16.5,0.0,60.0,7.0,2.0,0.0,1.0,0
331,74.073986816,41.2,0.0,38.0,1.0,2.0,0.0,0.0,0
332,34.057479858,64.1875,0.0,54.0,7.0,6.0,1.0,0.0,0
333,58.791973877,45.0,0.0,54.0,6.0,5.0,1.0,1.0,0
334,81.597998047,46.0,30.25,74.0,9.0,5.0,1.0,1.0,1
335,73.34197998,0.0,0.0,74.0,2.0,1.0,0.0,0.0,2
336,84.397998047,43.75,0.0,60.0,4.0,3.0,0.0,1.0,0
337,113.59199219,40.6,0.0,56.0,7.0,4.0,1.0,0.0,0
338,83.46895141600001,28.4,20.0,62.0,9.0,1.0,0.0,0.0,1
339,72.569946289,35.0,0.0,78.0,1.0,1.0,0.0,0.0,0
340,66.597998047,46.7,0.0,36.0,6.0,3.0,0.0,0.0,0
341,66.809997559,45.0,0.0,52.0,9.0,3.0,0.0,1.0,0
342,108.17194824,35.5,17.0,76.0,8.0,3.0,1.0,0.0,1
343,53.87197876,15.0,0.0,74.0,7.0,3.0,1.0,1.0,0
344,133.06293945,29.4,25.0,60.0,6.0,4.0,1.0,1.0,1
345,87.804980469,53.831988525,13.182996940999999,58.0,9.0,3.0,1.0,0.0,1
346,79.33897094699999,52.7,10.0,38.0,3.0,1.0,0.0,0.0,1
347,85.59196777300001,71.0,0.0,30.0,4.0,4.0,0.0,1.0,0
348,95.291967773,40.2,15.0,62.0,7.0,4.0,1.0,1.0,1
349,1.625,23.0,0.0,,,,,,0
350,26.497998047,35.8,0.0,26.0,5.0,1.0,0.0,0.0,0
351,63.911978149,44.048999023,11.6,62.0,6.0,3.0,1.0,1.0,1
352,92.161987305,25.0,10.0,32.0,1.0,3.0,0.0,1.0,1
353,61.089996338,35.0,0.0,,,,,,0
354,40.491973877,40.2,0.0,42.0,1.0,2.0,0.0,0.0,0
355,62.941973876999995,35.0,15.0,74.0,8.0,2.0,1.0,0.0,1
356,104.99799805,42.4,6.0,52.0,5.0,2.0,0.0,0.0,1
357,67.797998047,49.0,20.0,58.0,5.0,1.0,0.0,0.0,1
358,34.073974609000004,54.4,0.0,48.0,6.0,2.0,0.0,1.0,0
359,81.418951416,44.2,25.0,58.0,6.0,4.0,0.0,0.0,1
360,105.14196777,35.0,0.0,70.0,1.0,6.0,1.0,0.0,0
361,86.69196777299999,22.2,15.0,94.0,6.0,5.0,0.0,1.0,1
